100	0.5217391304347827	0.1043428017684204	0.8048780487804879	0.33192175003765534	0.9347826086956524	0.6987320686572254	
200	0.5735294117647055	0.08823587930030043	0.6528925619834706	0.29324697667622784	0.625	0.7977934771057452	
300	0.6415929203539822	0.08823587930030043	0.6616915422885572	0.29324697667622784	0.601769911504425	0.7977934771057452	
400	0.6297468354430377	0.08823587930030043	0.6725978647686836	0.29324697667622784	0.5632911392405064	0.7977934771057452	
500	0.6330049261083741	0.08823587930030043	0.6343490304709152	0.29324697667622784	0.5467980295566506	0.7977934771057452	
600	0.6391129032258059	0.08823587930030043	0.6122448979591845	0.29324697667622784	0.5403225806451616	0.7977934771057452	
700	0.6313993174061429	0.08823587930030043	0.595009596928984	0.29324697667622784	0.5341296928327651	0.7977934771057452	
800	0.6390532544378692	0.08823587930030043	0.5840266222961744	0.29324697667622784	0.5325443786982242	0.7977934771057452	
900	0.6436031331592676	0.08823587930030043	0.591776798825257	0.29324697667622784	0.5352480417754572	0.7977934771057452	
1000	0.6471962616822415	0.08823587930030043	0.5913272010512487	0.29324697667622784	0.5408878504672904	0.7977934771057452	
