100	0.5434782608695652	0.11532625458614891	0.7560975609756097	0.27170918767254787	0.8536585365853658	0.40547781652799453	0.9565217391304346	0.7722828127264071	
200	0.5073529411764702	0.1191358037906521	0.6198347107438008	0.2400502462134201	0.6363636363636361	0.5345984632426701	0.6029411764705881	0.8817717378537187	
300	0.469026548672566	0.1191358037906521	0.6019900497512429	0.2400502462134201	0.4676616915422885	0.5345984632426701	0.5044247787610615	0.8817717378537187	
400	0.44936708860759456	0.1191358037906521	0.5907473309608534	0.2400502462134201	0.4128113879003559	0.5345984632426701	0.4778481012658222	0.8817717378537187	
500	0.44581280788177313	0.1191358037906521	0.5983379501385042	0.2400502462134201	0.39058171745152354	0.5345984632426701	0.45566502463054126	0.8817717378537187	
600	0.44959677419354815	0.1191358037906521	0.6031746031746034	0.2400502462134201	0.3605442176870749	0.5345984632426701	0.4314516129032254	0.8817717378537187	
700	0.4590443686006824	0.1191358037906521	0.6065259117082534	0.2400502462134201	0.36084452975047965	0.5345984632426701	0.42491467576791764	0.8817717378537187	
800	0.45857988165680447	0.1191358037906521	0.6106489184692184	0.2400502462134201	0.3494176372712145	0.5345984632426701	0.40976331360946705	0.8817717378537187	
900	0.4543080939947778	0.1191358037906521	0.6182085168869313	0.2400502462134201	0.34067547723935354	0.5345984632426701	0.4060052219321145	0.8817717378537187	
1000	0.467289719626168	0.1191358037906521	0.6123521681997374	0.2400502462134201	0.3350854139290401	0.5345984632426701	0.4147196261682237	0.8817717378537187	
